URL,Paragraph
https://womakerscode.org/,"Para promover a equidade de gênero na tecnologia, desenvolvemos programas de formação técnica, mentorias de carreira e feira de contratação, para aproximar mulheres talentosas e empresas contratantes."
https://womakerscode.org/,"Promovemos eventos e grupos de estudos que são fontes de inspiração e crescimento, unindo mulheres na área de tecnologia para compartilhar conhecimentos, aprender umas com as outras e fortalecer a comunidade. "
https://womakerscode.org/,"A parceria com empresas é fundamental para que possamos criar um futuro mais inclusivo e inovador. Criamos projetos de ESG, ações de contratação de mulheres para cargos de tecnologia e programas de mentoria e treinamentos corporativos."
https://womakerscode.org/,Conheça algumas colaborações de conteúdo e menção em diversos veículos de comunicação com abrangência nacional.
https://womakerscode.org/,"✨ Somos a maior comunidade de mulheres na tecnologia da América Latina. Impulsionamos o protagonismo feminino na tecnologia, através de formação técnica, mentoria e apoio a empregabilidade 🦋"
https://womakerscode.org/,Women + Tech = < strong >
https://womakerscode.org/,Copyright © 2023 WoMakersCode. Todos os direitos reservados.
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,Início / Forbes Mulher / Microsoft abre inscrições para programa de capacitação de mulheres na tecnologia
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/, 
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,A Microsoft também vai promover um evento gratuito e online reunindo mulheres do mercado de tecnologia
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,"A Microsoft, em parceria com a comunidade de mulheres na tecnologia WoMakersCode, está com inscrições abertas para a 3ª edição do Girls Power."
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,O programa de mentoria tem como objetivo capacitar mulheres em fundamentos de programação low code/no code (baixo ou pouco código) em Power Platform. As interessadas podem se inscrever para as 5 mil vagas disponíveis até 17 de março neste link.
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,"Serão aceitas mulheres com mais de 18 anos, com ensino médio completo e interesse em trabalhar na indústria da tecnologia, entre outros requisitos."
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,"O treinamento começa no dia 18 de março e terá oito aulas ao vivo sobre Power BI, Power Apps, Power Automate, Copilot Studio e Power Pages. O curso oferece certificado e, no final, as participantes poderão participar de um evento no estilo Hackathon."
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,"Já participaram do programa, agora na sua 3ª edição, cerca de 1.500 mulheres. O Girls Power é uma iniciativa liderada pelo comitê de igualdade de gênero da empresa, Women at Microsoft, junto do grupo Blacks at Microsoft."
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/," 

"
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,Leia também:
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,"A Microsoft também vai promover um evento gratuito e online no próximo sábado (9), das 9h às 17h. O encontro vai reunir mulheres do mercado de tecnologia, da própria empresa e de outras grandes companhias, como iFood, Nubank, Itaú e Rede Globo, para discutir temas da indústria e compartilhar experiências. Inscrições e mais informações estão disponíveis aqui."
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,
https://forbes.com.br/forbes-mulher/2024/03/microsoft-abre-inscricoes-para-programa-de-capacitacao-de-mulheres-na-tecnologia/,"
© Forbes 2024. Todos os direitos reservados.
"
https://www.bbc.com/portuguese/geral-43592581,"Crédito, IME-USP"
https://www.bbc.com/portuguese/geral-43592581,"Ada Lovelace, Mary Kenneth Keller, Grace Hopper, Dana Ulery, Hedy Lamarr e Kathleen Antonelli são nomes dos quais poucas pessoas já ouviram falar. Em contrapartida, Steve Jobs, Bill Gates e Mark Zuckerberg são conhecidos por quase todo mundo. "
https://www.bbc.com/portuguese/geral-43592581,"O que essas mulheres e homens têm em comum é que dedicaram a vida ao universo dos computadores. O que os diferencia é a invisibilidade delas e a fama global deles, embora todos tenham dado grandes contribuições à informática. Além disso, elas foram pioneiras, em uma área com cada vez menos representantes do sexo feminino."
https://www.bbc.com/portuguese/geral-43592581,"Pode parecer surpreendente hoje dia, mas de fato existiu uma época em que as mulheres eram maioria nesse setor. Nos seus primórdios, essas máquinas eram usadas basicamente para realizar cálculos e processamento de dados, atividades então associadas à função de secretária. Daí serem utilizadas quase só por mulheres."
https://www.bbc.com/portuguese/geral-43592581,"Mas elas não se limitaram a isso. Muitas tiveram papel importante no desenvolvimento dos computadores e dos programas, que fazem essas máquinas ter serventia. "
https://www.bbc.com/portuguese/geral-43592581,"Ada Lovelace ou Ada Byron, Lady Lovelace, filha do famoso poeta inglês Lorde Byron, por exemplo, desenvolveu o primeiro algoritmo da história, e Mary Kenneth Keller, uma freira americana, teve papel importante na criação da linguagem de programação BASIC."
https://www.bbc.com/portuguese/geral-43592581,"Crédito, Getty Images"
https://www.bbc.com/portuguese/geral-43592581,"A professora Andreia Malucelli, coordenadora da pós-graduação em Informática da Pontifícia Universidade Católica do Paraná (PUC-PR), lembra ainda que Grace Hopper, por sua vez, criou a linguagem de programação Flow-Matic, hoje extinta, mas que serviu como base para o desenvolvimento de outra linguagem, a COBOL. "
https://www.bbc.com/portuguese/geral-43592581,"""Já Dana Ulery foi a primeira mulher engenheira da Nasa e desenvolveu algoritmos para a automatização dos sistemas Deep Space Network, de rastreamento de tempo real da agência espacial americana"", conta. "
https://www.bbc.com/portuguese/geral-43592581,"A tecnologia usada nos telefones celulares e nas redes wi-fi também foi criada por uma mulher, no caso, Hedy Lamarr. "
https://www.bbc.com/portuguese/geral-43592581,"Mas a contribuição das mulheres para computação não acaba aí. Há também Kathleen Antonelli, que com Jean Jennings Bartik, Frances Snyder Holberton, Marlyn Wescoff Meltzer, Frances Bilas Spence e Ruth Lichterman Teitelbaum programou o ENIAC, o primeiro computador eletrônico digital de propósito geral da história."
https://www.bbc.com/portuguese/geral-43592581,"De acordo com Malucelli, do início da década de 1970 até meados de 1980 houve um aumento de 10% para 36% da participação das mulheres entre os profissionais de computação, e a maioria dos estudantes era do sexo feminino. "
https://www.bbc.com/portuguese/geral-43592581,"Crédito, SPL"
https://www.bbc.com/portuguese/geral-43592581,Agora você pode receber as notícias da BBC News Brasil no seu celular
https://www.bbc.com/portuguese/geral-43592581,Entre no canal!
https://www.bbc.com/portuguese/geral-43592581,Fim do WhatsApp
https://www.bbc.com/portuguese/geral-43592581,"""Acredita-se que esse interesse das mulheres pela graduação nessa área tenha relação com o curso de Matemática"", diz. ""A primeira turma surgiu a partir da migração de alunos da licenciatura em Matemática, que sempre foi um curso predominantemente feminino."" "
https://www.bbc.com/portuguese/geral-43592581,"A partir de meados dos anos 1980, no entanto, as mulheres começaram a dar lugar aos homens na informática. Há uma profusão de dados que demonstram essa inversão paulatina, principalmente nos cursos superiores de processamento de dados e ciência da computação. "
https://www.bbc.com/portuguese/geral-43592581,"Simone Souza, do Departamento de Sistemas de Computação e presidente da Comissão de Graduação do Instituto de Ciências Matemáticas e de Computação da USP São Carlos (ICMC-USP), diz que, até 1990, as mulheres eram predominantes. ""Depois, entre 1990 e 2000, a proporção de gêneros se equilibrou e a partir de 2000 a quantidade delas foi caindo ano a ano"", diz."
https://www.bbc.com/portuguese/geral-43592581,"Um levantamento do total de formandos no curso de bacharelado em Ciências de Computação do ICMC, que tinha 40 vagas até 2003 e, desde então, 100, mostra que, em 1997, se diplomaram 12 mulheres (48%) e 13 homens (52%), números que haviam caído, em 2003, para 4 (12%) e 27 (88%), respectivamente. "
https://www.bbc.com/portuguese/geral-43592581,"O menor número de mulheres que concluíram o curso foi registrado em 2016: apenas duas (3%) ante 52 (97%) homens. Em 2017, elas chegaram a 12 (17%) dos 70 formandos."
https://www.bbc.com/portuguese/geral-43592581,"No Instituto de Matemática e Estatística (IME), também da USP, em São Paulo, a primeira turma de Ciências da Computação, formada em 1974, tinha um total de 20 alunos, dos 14 mulheres (70%) e 6 homens (30%). Em 2016, a turma contava com 41 alunos, dos quais apenas seis eram mulheres, ou seja, 15%."
https://www.bbc.com/portuguese/geral-43592581,"Malucelli, da PUC-PR, tem números mais abrangentes. ""De acordo com dados recentes divulgados por Facebook, Google, Twitter e Apple, as mulheres são apenas 30% dos funcionários nessas empresas"", diz. ""Em cargos técnicos, diretamente ligados à tecnologia, esse número diminui. No Brasil, segundo a Pesquisa Nacional por Amostra de Domicílios (Pnad), do IBGE, elas representam apenas 20% dos mais de 580 mil profissionais da área de tecnologia da informação."""
https://www.bbc.com/portuguese/geral-43592581,"Nas universidades não é diferente. Malucelli cita o Anita Borg Institute (ABI), criado nos Estados Unidos, para ajudar a aumentar a participação de mulheres na tecnologia, segundo o qual elas representam apenas 18% dos estudantes de todos os cursos de ciência da computação naquele país. "
https://www.bbc.com/portuguese/geral-43592581,"""No Brasil, segundo o Instituto Nacional de Estudos e Pesquisas Educacionais (Inep, ligado ao Ministério da Educação), as mulheres representam 15% dos matriculados em cursos de tecnologia"", completa."
https://www.bbc.com/portuguese/geral-43592581,"Ainda de acordo com Malucelli, um gráfico, publicado no dia 8 de março pelo The Statistics Portal, que reúne estudos e estatísticas de mais de 22.500 fontes, baseado em relatórios de diversas empresas de TI, indica que as mulheres representam entre 26% (Microsoft) e 43% (Netflix) da força de trabalho nas principais empresas da área. "
https://www.bbc.com/portuguese/geral-43592581,"""Além disso, o estudo Women in Tech 2018, publicado pelo portal americano HackerRank, mostra que dos 14.616 desenvolvedores de software que responderam à pesquisa, pouco mais de 10% eram do sexo feminino"", acrescenta Malucelli."
https://www.bbc.com/portuguese/geral-43592581,"Os motivos para esse afastamento têm sido pesquisados e discutidos ao longo dos anos e estão fortemente relacionados com estereótipos. ""Após 1984, foram lançados os primeiros computadores com materiais de divulgação voltados para o público masculino, começando, assim, um desinteresse das mulheres"", diz."
https://www.bbc.com/portuguese/geral-43592581,"Simone Souza levanta outra possível causa para a queda do número delas no mundo da informática. ""Quando surgiram, os computadores pessoais foram primordialmente utilizados pelos meninos, voltados para os jogos"", explica. "
https://www.bbc.com/portuguese/geral-43592581,"De acordo com ela, as meninas nessa época não eram incentivadas a interagir com essas máquinas e, por isso, começaram a se afastar de áreas relacionadas à computação. ""Outra razão que acredito ser importante para a baixa procura pelos cursos de informática pelas meninas é o pouco incentivo que é dado a elas para a área de exatas nos ensinos fundamental e médio"", acrescenta."
https://www.bbc.com/portuguese/geral-43592581,"A pesquisadora Eliane Pozzebon, coordenadora do curso de Engenharia da Computação da Universidade Federal de Santa Catarina, lembra que, nos anos 1970, a área de informática não era tão valorizada - as máquinas tinham pouco processamento e memória. ""O trabalho com os computadores era braçal e repetitivo, então acabava sendo realizado mais por mulheres"", explica."
https://www.bbc.com/portuguese/geral-43592581,"Mas, para ela, o afastamento do sexo feminino dessa área não é exclusivo de um período."
https://www.bbc.com/portuguese/geral-43592581,"""Há também a questão cultural"", diz. ""Desde a nossa infância, os pais preferem bonecas para as meninas e videogames para os meninos. A figura do nerd sempre esteve associada ao menino."""
https://www.bbc.com/portuguese/geral-43592581,© 2024 BBC. A BBC não se responsabiliza pelo conteúdo de sites externos. Leia sobre nossa política em relação a links externos.
https://www.programaria.org/,
https://www.programaria.org/,"Mês de entregar oportunidades e fazer nosso trabalho para que as mulheres estejam sempre, e cada vez mais, ocupando espaços e escrevendo o futuro ."
https://www.programaria.org/," E é por isso que, além de reconhecer e comemorar nossa (r)existência, a gente quer fazer mais: quer criar mais oportunidades! "
https://www.programaria.org/,"Então, lançamos a campanha de doação Impulsione uma Mulher na Tecnologia! Uma campanha de doação para aumentarmos nosso fundo de bolsas gratuitas e podermos entregar ainda mais oportunidades de entrada na tecnologia para mulheres e pessoas de gêneros minorizados! "
https://www.programaria.org/,"E aí? Bora com a gente dar mais oportunidades para mulheres na tecnologia?! Você pode doar qualquer valor, clicando no botão abaixo."
https://www.programaria.org/,Que tal compartilhar com a sua rede e ajudar a gente a chegar em mais pessoas? Encaminhe essa campanha para os seus contatos e bora fazer acontecer! O poder do coletivo é transformador e juntes podemos ir muito mais longe
https://www.programaria.org/,"Para uma menina, o desafio de programar se inicia antes mesmo da tentativa de aprender. Faltam exemplos que inspirem e sobram preconceitos e estereótipos que desestimulam e reforçam a idéia de que a tecnologia é um campo masculino. Não se trata de falta de interesse ou de habilidade, a PrograMaria acredita que é preciso rever essas narrativas culturais que dizem o que a mulher pode ou não fazer, além de oferecer ferramentas e oportunidades para que elas aprendam."
https://www.programaria.org/,NOSSOS CLIENTES & PARCEIROS
https://www.programaria.org/,"por comunicacao | jul 12, 2024"
https://www.programaria.org/,"Com as portas que a tecnologia está abrindo, cada vez mais garotas e mulheres estão se animando para mergulhar em novos campos de estudo. É um movimento incrível, e eu mesma faço parte dele. Especialmente na área de análise de dados, pessoas vindas de diferentes..."
https://www.programaria.org/,"por comunicacao | jul 9, 2024"
https://www.programaria.org/,"Temos ouvido falar bastante sobre engenharia de prompt, mas o assunto ainda parece ser de outro mundo. Ou, no mínimo, voltado para um seleto grupo – será mesmo? Primeiramente, cabe dizer que estamos falando sobre uma área emergente no campo da inteligência artificial...."
https://www.programaria.org/,"por comunicacao | jul 1, 2024"
https://www.programaria.org/,"A famosa canção ""Pais e Filhos"", escrita por Renato Russo em 1992, nos lembra: “É preciso amar as pessoas como se não houvesse amanhã. Porque se você parar pra pensar, na verdade, não há.” Essa reflexão profunda nos leva a considerar a brevidade da vida e a..."
https://jornal.usp.br/universidade/por-que-as-mulheres-desapareceram-dos-cursos-de-computacao/,"Inicialmente, as imagens acima e ao lado podem parecer simples fotografias antigas de colegas em qualquer curso da USP. Mas ela deixa de ser comum ao descobrir que se trata da primeira turma do Bacharelado em Ciências da Computação do Instituto de Matemática e Estatística (IME), em São Paulo. A informação pode causar espanto nos dias de hoje, em que a área de tecnologia é ocupada, majoritariamente, por homens. No entanto, essa não era a realidade em 1974, quando a turma se formou. Antes de nomes como Alan Turing, Steve Jobs e Bill Gates, a computação era uma área ocupada por mulheres, sendo elas as criadoras de diversas tecnologias e linguagens de programação. Mas, então, o que aconteceu? Para onde foram essas mulheres?"
